焚火,,,4366,名詞,サ変接続,*,*,*,*,焚き火,タキビ,タキビ
すみっこぐらし,,,4487,名詞,固有名詞,一般,*,*,*,すみっコぐらし,スミッコグラシ,スミッコグラシ
ご挨拶,,,4860,名詞,固有名詞,一般,*,*,*,挨拶,ゴアイサツ,ゴアイサツ
人事部,,,5888,名詞,固有名詞,一般,*,*,*,人事,ジンジブ,ジンジブ
選択肢,,,5070,名詞,一般,*,*,*,*,選択,センタクシ,センタクシ
航空祭,,,5079,名詞,固有名詞,一般,*,*,*,航空,コウクウサイ,コークーサイ
大逆転裁判,,,6418,名詞,固有名詞,一般,*,*,*,逆裁,ダイギャクテンサイバン,ダイギャクテンサイバン
ヴィジュアル,,,4593,名詞,固有名詞,一般,*,*,*,ヴィジュアル系,ヴィジュアル,ヴィジュアル
資格者,,,5416,名詞,固有名詞,一般,*,*,*,資格,シカクシャ,シカクシャ
エンタテインメント,,,1147,名詞,固有名詞,一般,*,*,*,エンターテイメント,エンタテインメント,エンタテインメント
イニシャルD,,,4972,名詞,固有名詞,一般,*,*,*,イニD,イニシャルディー,イニシャルディー
デザイナ,,,3558,名詞,一般,*,*,*,*,デザイナー,デザイナ,デザイナ
チンコ,,,6969,名詞,固有名詞,一般,*,*,*,ちんちん,チンコ,チンコ
戦隊もの,,,7260,名詞,固有名詞,一般,*,*,*,戦隊モノ,センタイモノ,センタイモノ
酒屋,,,5457,名詞,一般,*,*,*,*,居酒屋,サカヤ,サカヤ
まどかマギカ,,,4972,名詞,固有名詞,一般,*,*,*,まどマギ,マドカマギカ,マドカマギカ
引越し,,,4354,名詞,サ変接続,*,*,*,*,引っ越し,ヒッコシ,ヒッコシ
断り,,,6419,名詞,一般,*,*,*,*,お断り,コトワリ,コトワリ
TVドラマ,,,6418,名詞,固有名詞,一般,*,*,*,ドラマ,テレビドラマ,テレビドラマ
炭酸飲料,,,7273,名詞,固有名詞,一般,*,*,*,炭酸,タンサンインリョウ,タンサンインリョー
藤子・F・不二雄,,,3978,名詞,固有名詞,人名,一般,*,*,藤子不二雄,フジコエフフジオ,フジコエフフジオ
Gガンダム,,,6418,名詞,固有名詞,一般,*,*,*,ガンダム,ジーガンダム,ジーガンダム
脚本家,,,6647,名詞,固有名詞,人名,一般,*,*,脚本,キャクホンカ,キャクホンカ
柔道部,,,7965,名詞,固有名詞,一般,*,*,*,柔道,ジュウドウブ,ジュードーブ
輪るピングドラム,,,4469,名詞,固有名詞,一般,*,*,*,ピンドラ,マワルピングドラム,マワルピングドラム
弓道部,,,7995,名詞,固有名詞,一般,*,*,*,弓道,キュウドウブ,キュードーブ
恋姫無双,,,7706,名詞,固有名詞,一般,*,*,*,恋姫,コイヒメムソウ,コイヒメムソー
ごめん,,,5726,感動詞,*,*,*,*,*,ごめんね。,ゴメン,ゴメン
考古,,,3552,名詞,一般,*,*,*,*,考古学,コウコ,コーコ
おっぱい星人,,,4972,名詞,固有名詞,一般,*,*,*,おっぱい,オッパイセイジン,オッパイセイジン
らきすた,,,7706,名詞,固有名詞,一般,*,*,*,らき☆すた,ラキスタ,ラキスタ
ちんこ,,,8181,名詞,固有名詞,一般,*,*,*,ちんぽ,チンコ,チンコ
お話し,,,7589,名詞,サ変接続,*,*,*,*,お話,オハナシ,オハナシ
大阪府出身,,,6418,名詞,固有名詞,一般,*,*,*,大阪出身,オオサカフシュッシン,オーサカフシュッシン
思い付き,,,5512,名詞,一般,*,*,*,*,思いつき,オモイツキ,オモイツキ
落書,,,4368,名詞,サ変接続,*,*,*,*,落書き,ラクガキ,ラクガキ
甘えんぼ,,,7706,名詞,固有名詞,一般,*,*,*,甘えん坊,アマエンボ,アマエンボ
